restaurant,city,menu_type,category,dish,price,description,tags
De Dikke van Dale,Leeuwarden,Dinner,Voorgerechten,Rundercarpaccio,14.75,"basilicummayonaise, zongedroogde tomaat, Parmezaanse kaas en krokante tuinbonen",
De Dikke van Dale,Leeuwarden,Dinner,Voorgerechten,Surf & turf,15.75,"steak tartaar, brioche krokant, kapperappeltje, dooier van een kwartelei, garnalenkroketje en vadouvanmayonaise",
De Dikke van Dale,Leeuwarden,Dinner,Voorgerechten,Tataki van zalm,14.50,"geserveerd met zeewierkaviaar, zeebanaan, nori krokant, radijs, komkommer en wasabimayonaise",
De Dikke van Dale,Leeuwarden,Dinner,Voorgerechten,Gebakken gamba,13.75,"geserveerd in bisque met ânduya, courgettini en brood",
De Dikke van Dale,Leeuwarden,Dinner,Voorgerechten,Tarte tatin,12.25,"rode biet, geitenkaas, balsamico en babyspinazie",
De Dikke van Dale,Leeuwarden,Dinner,Bijgerechten,Rauwkostsalade,4.50,"met pesto, sla, komkommer, tomaat, olijven en feta",
De Dikke van Dale,Leeuwarden,Dinner,Bijgerechten,Veggies,4.50,gegrilde groenten van de broiler,
De Dikke van Dale,Leeuwarden,Dinner,Bijgerechten,Friet Parmezaan,6.75,friet met Parmezaanse kaas en truffelmayonaise,
De Dikke van Dale,Leeuwarden,Dinner,Bijgerechten,Zoete aardappelfriet –,6.50,geserveerd met truffelmayonaise,
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,De Dikke burger,19.50,"little gem, tomaat, rode ui, augurk, bacon, ei, cheddar, BBQ-saus op een brioche bol",
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Saté van kippendijen,22.00,"met satésaus, cassave, atjar en gebakken uitjes",
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Spareribs,28.00,gemarineerd met een lak van smokey chili/BBQ-saus geserveerd met aioli,
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Varkenshaas,24.50,"met gebakken champignons, bacon, ui en champignonsaus",
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Stoofpot,25.50,"in bruin bier gestoofd rundvlees, geserveerd met aardappelpuree en groenten",
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Eendenborst,36.50,geserveerd met sinaasappeljus en groenten,
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Black Angus biefstuk,28.50,biefstuk afkomstig van een Black Angus rund,
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Varkensribroast,24.50,geserveerd met groenten en saus naar keuze,
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Fish and Chips,22.00,in beslag gefrituurde kabeljauwfilet met ravigottesaus,
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Zalmfilet,26.00,"op de huid gebakken zalm met zeekraal, groenten en hollandaisesaus",
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Zeebaars,24.50,geserveerd met antiboise en groenten,
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Stickey tempeh noodles,17.50,"tempeh, haricots verts, edamame, basilicum en hoisinsaus",
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Knolselderijsteak,18.00,"knolselderij gemarineerd in miso met pesto, gnocchi en groenten",
De Dikke van Dale,Leeuwarden,Dinner,Kindergerechten,Pannenkoek –,7.75,geserveerd met stroop en poedersuiker,
De Dikke van Dale,Leeuwarden,Dinner,Kindergerechten,Kipspies,9.95,met appelmoes,
De Dikke van Dale,Leeuwarden,Dinner,Kindergerechten,Friet –,7.75,met frikandel of kroket,
De Dikke van Dale,Leeuwarden,Dinner,Kindergerechten,Kinderijsje,5.00,"met twee soorten ijs, fruit en spikkels",
De Dikke van Dale,Leeuwarden,Dinner,Desserts,Koffie met friandises,8.75,,
De Dikke van Dale,Leeuwarden,Dinner,Desserts,Salty caramel,11.50,karamelroomrijs en crumble van gezouten pinda’s,
De Dikke van Dale,Leeuwarden,Dinner,Desserts,Tartelette met stoofpeer,8.75,geserveerd met perenijs,
De Dikke van Dale,Leeuwarden,Dinner,Desserts,MonChou,9.75,met kersen en yoghurtbosvruchtenijs,
Fier Groningen,Groningen,Dinner,Uitbreiding oesters,Oester ‘Oriental’ – per stuk,4.0,Sjalot - citroen - tabasco,
Fier Groningen,Groningen,Dinner,Uitbreiding oesters,Gemarineerde oester – per stuk,4.5,Dille hollandaise - passievrucht - mierikswortel,
Fier Groningen,Groningen,Dinner,Uitbreiding oesters,Warme oester – per stuk,4.5,Beurre noisette - bieslook - parmezaan,
Fier Groningen,Groningen,Dinner,Voorgerecht,Gepekelde zalm,13.0,Geschifte saus – koolsalade – hazelnoot - sinaasappel,
Fier Groningen,Groningen,Dinner,Voorgerecht,Tartaar van diamanthaas,14.0,Piccalilly-schuim – reypenaer - eidooier – kappertjes,
Fier Groningen,Groningen,Dinner,Voorgerecht,Pompoen crémeux,12.0,Geschifte saus – koolsalade – hazelnoot - sinaasappel,
Fier Groningen,Groningen,Dinner,Tussengerecht,Pieterman,15.0,Langoustine-schuim - venkelsalade - paprika créme,
Fier Groningen,Groningen,Dinner,Tussengerecht,Gekonfijte buikspek,14.0,Demi-glace van appel - knol-schuim - prei,
Fier Groningen,Groningen,Dinner,Tussengerecht,Prei mozaïek,13.0,Shiitake saus - krokante prei - cashewnoten,
Fier Groningen,Groningen,Dinner,Hoofdgerecht,Seizoensvis,25.0,Dille hollandaise - orzo - geglaceerde wortel,
Fier Groningen,Groningen,Dinner,Hoofdgerecht,Hertensukade of Biefstuk,29.0,Rode wijnsaus - mousseline - krokante spruiten,
Fier Groningen,Groningen,Dinner,Hoofdgerecht,Tempura portobello,25.0,Truffel-schuim - zwarte knoflook créme - romanesco,
Fier Groningen,Groningen,Dinner,Hoofdgerecht,Uitbreiden portie frieten,5.0,Met een basilicum mayonaise,
Fier Groningen,Groningen,Dinner,Dessert,Mango,12.0,Kokosijs - pandan-schuim - gesuikerde pinda,
Fier Groningen,Groningen,Dinner,Dessert,Chocolade,12.0,Tonkaboonijs - passievrucht coulis - ganache,
Fier Groningen,Groningen,Dinner,Kaasplank & friandises,Selectie kazen,17.0,Kaashandel van der Leij - kaasijs - supplementen,
Fier Groningen,Groningen,Dinner,Kaasplank & friandises,Selectie friandises,9.0,Friandises met koffie of thee,
Fier Groningen,Groningen,Dinner,Keuze menu,Drie gangen menu,49.0,Voorgerecht - hoofdgerecht - dessert,
Fier Groningen,Groningen,Dinner,Keuze menu,FIER. gangen menu,59.0,Voorgerecht - tussengerecht - hoofdgerecht - dessert,
Dokjard,Groningen,Dinner,VOOR/TUSSEN,Steaktartaar,15.0,kwarteleierbal – vega XO – paprika – piment – pompoen,vegetarian
Dokjard,Groningen,Dinner,VOOR/TUSSEN,Bisque,14.0,kumquat – rivierkreeft – pani puri – tom yum crème – saag,
Dokjard,Groningen,Dinner,VOOR/TUSSEN,Snoekbaars,15.0,mierikswortel – vlierbes – sushi rijst – granen – appelstroop,
Dokjard,Groningen,Dinner,VOOR/TUSSEN,konijn of schorseneren,14.0,gele biet – morbier – mosterd – oost indische kers – abrikoos – walt cider,
Dokjard,Groningen,Dinner,VOOR/TUSSEN,Rode biet,13.0,kersenhout – zonnebloempit – appel – appelstroop – tonkaboon – quinoa – thaise basilicum – roodlof,
Dokjard,Groningen,Dinner,VOOR/TUSSEN,"Oesters (indien voorradig, en dat is dus niet altijd)",11.0,Oysri Ierse oesters – Wadden oesters,
Dokjard,Groningen,Dinner,HOOFD,Ribeye,35.0,salie – tuinboon – groene kikkererwt – zwarte kardemom – panisse – koseret hollandaise,
Dokjard,Groningen,Dinner,HOOFD,Croquette münster,29.0,Aardpeer – koolrabi – salie – zwarte knoflook -beurre blanc -zuurdesem,
Dokjard,Groningen,Dinner,HOOFD,Vangst van de visserman,29.0,rouleaux van skrei – belugalinzen – selderij – meloes ui – trompette de la mort – kappers – dragon,
Dokjard,Groningen,Dinner,HOOFD,Zwijnswang,28.0,moerasspirea – gnocchi – oesterzwam – amandel – tomaat – mout – pastinaak – witlof,
Dokjard,Groningen,Dinner,HOOFD,Shiitake knödel,27.0,kimchi – pinda – szechuanne peper – bloemkool – chilli olie – kokos & sake saus,
Dokjard,Groningen,Dinner,HOOFD,Hollandse garnaal croquette,29.0,Aardpeer – koolrabi – salie – zwarte knoflook -beurre blanc -zuurdesem,
Dokjard,Groningen,Dinner,HOOFD,Ribs ‘de beste van de Noorderhaven’,27.0,friet – salade – 3 sauzen,
Dokjard,Groningen,Dinner,HOOFD,Ribs ‘de beste van de Noorderhaven’,30.0,friet – salade – 3 sauzen,
Dokjard,Groningen,Dinner,SIDES,anmaakte sla,5.0,"lekker fris voor erbij, met hetgeen wat er die dag op de markt te vinden is!",
Dokjard,Groningen,Dinner,SIDES,warme veggies,6.0,,
Dokjard,Groningen,Dinner,SIDES,friet parmezaan,9.0,verse pommetje frieten – parmezaanse kaas – truffelmayonaise,
Dokjard,Groningen,Dinner,SIDES,friet parmezaan,6.0,verse pommetje frieten – parmezaanse kaas – truffelmayonaise,
Dokjard,Groningen,Dinner,SIDES,frieten met mayo,7.0,,
Dokjard,Groningen,Dinner,SIDES,frieten met mayo,5.0,,
Dokjard,Groningen,Dinner,NA,Rozemarijn – yoghurt ijs,11.0,hazelnoot – kastanje – granola – aardpeer,
Dokjard,Groningen,Dinner,NA,Chocolade brownie,12.0,gezouten karamel – amandel ijs – vanille saus – gebrande witte chocolade,
Dokjard,Groningen,Dinner,NA,kokos ijs,11.0,kardemom – miso – gepofte rijst – cacaonibs – merengue,
Dokjard,Groningen,Dinner,NA,KAAS!,15.0,vijgenbrood – noten – barley wine stroop – rumdruif,
Dokjard,Groningen,Dinner,NA,Friandises,13.0,"selectie lekkers bij de koffie/thee, homemade door chef lollinga!",
Dokjard,Groningen,Dinner,en natuurlijk ook…,bierbrood,11.0,huisgebakken desem – smeersels,
Dokjard,Groningen,Dinner,en natuurlijk ook…,Droge worst,8.0,van de Wilde slager,
Dokjard,Groningen,Dinner,en natuurlijk ook…,Kaas!,13.0,"Borrelkaas met kletzenbrood, barley wine stroop en noten",
Dokjard,Groningen,Dinner,en natuurlijk ook…,olijven,6.5,,
Dokjard,Groningen,Dinner,en natuurlijk ook…,rendang kroketjes,9.5,8/12 st. – shiracha mayo,
Dokjard,Groningen,Dinner,en natuurlijk ook…,rendang kroketjes,14.0,8/12 st. – shiracha mayo,
Dokjard,Groningen,Dinner,en natuurlijk ook…,bourgondiër bitterballen,9.5,8/14st. – Zwolsche mosterd,
Dokjard,Groningen,Dinner,en natuurlijk ook…,bourgondiër bitterballen,14.0,8/14st. – Zwolsche mosterd,
Dokjard,Groningen,Dinner,en natuurlijk ook…,vega kroketjes,9.5,8/12 st. van oma Bobs – truffelmayonaise,
Dokjard,Groningen,Dinner,en natuurlijk ook…,vega kroketjes,14.0,8/12 st. van oma Bobs – truffelmayonaise,
De Drie Gezusters,Groningen,dinner,Voorgerechten,RUNDERCARPACCIO,15.4,"parmezaanse kaas, geroosterde pittenmix, kappertjes en truffelmayonaise",
De Drie Gezusters,Groningen,dinner,Voorgerechten,VEGETARISCHE GYOZA,11.9,"gevuld met groente, geserveerd met wasabi chips en sesam mayonaise",
De Drie Gezusters,Groningen,dinner,Voorgerechten,garnalen pil pil,13.9,garnalen in pittige knoflook olie en brood,
De Drie Gezusters,Groningen,dinner,Voorgerechten,Tartaar van gerookte ZALM,13.5,"met zoetzure rode ui, kappertjes geserveerd op brioche brood",
De Drie Gezusters,Groningen,dinner,Voorgerechten,STEAK TARTAAR,14.5,met een eierbal en piccalilymayonaise,
De Drie Gezusters,Groningen,dinner,Voorgerechten,burrata,12.5,"met geroosterde tomaten, balsamico en geroosterd stokbrood",
De Drie Gezusters,Groningen,dinner,OM TE DELEN,brood met smeersels,6.9,"met alioli, kruidenboter en truffelmayonaise",
De Drie Gezusters,Groningen,dinner,OM TE DELEN,flammkuchen origineel,13.5,"Emmentaler kaas, zure room, spek en prei",
De Drie Gezusters,Groningen,dinner,OM TE DELEN,FLAMMKUCHEN GEITENKAAS,14.5,walnoten en balsamicostroop,
De Drie Gezusters,Groningen,dinner,SOEPEN,groninger mosterdsoep,7.5,met spekjes en prei,
De Drie Gezusters,Groningen,dinner,salades,SALADE DE DRIE GEZUSTERS,18.9,"gewokte gamba’s, ossenhaaspuntjes en Oosterse saus",
De Drie Gezusters,Groningen,dinner,salades,SALADE GEITENKAAS,16.8,"warme geitenkaas, geroosterd krentenbrood, walnoten en balsamicostroop",
De Drie Gezusters,Groningen,dinner,salades,CAESAR SALADE,16.9,"Romaine sla met Caesardressing, croutons, ansjovis, parmezaanse kaas, spekjes en een gepocheerd ei",
De Drie Gezusters,Groningen,dinner,salades,SALADE VIS,18.9,"met tonijn, zalm, gamba's en mosterd dille dressing",
De Drie Gezusters,Groningen,dinner,Hoofdgerecht,GROTE GARNALEN,22.5,gepelde gamba’s met brood of friet,
De Drie Gezusters,Groningen,dinner,Hoofdgerecht,GEBAKKEN ZALMFILET,22.9,geserveerd met Hollandaise saus,
De Drie Gezusters,Groningen,dinner,Hoofdgerecht,KIPSATÉ,22.0,"drie stokjes saté van gemarineerde kippendij met satésaus, gebakken uitjes, seroendeng, kroepoek en atjar  Liever een stokje minder? -3.50",
De Drie Gezusters,Groningen,dinner,Hoofdgerecht,bOTERMALSE BIEFSTUK,27.0,met saus naar keuze,
De Drie Gezusters,Groningen,dinner,Hoofdgerecht,mAAK JE HOOFDGERECHT NOG LUXER MET een: FRIETJE CHIQUE,4.0,met Parmezaanse kaas en truffelmayonaise +,
De Drie Gezusters,Groningen,dinner,Hoofdgerecht,FRIETJE STOOF,7.5,"draadjesvlees, pittige mayonaise en krokante uitjes +",
De Drie Gezusters,Groningen,dinner,Hoofdgerecht,DE GROTE DRIE GEZUSTERS SCHNITZEL,24.5,"gebakken ui, spek, kaas en champignons",
De Drie Gezusters,Groningen,dinner,Hoofdgerecht,DE GROTE SCHNITZEL,22.9,met preiselbeeren of een saus naar keuze  Tip: lekker met stroganoff,
De Drie Gezusters,Groningen,dinner,Hoofdgerecht,VARKENSHAAS,23.9,gevuld met brie en parmaham,
De Drie Gezusters,Groningen,dinner,Hoofdgerecht,SPARERIBS,23.5,"door de chef gemarineerde spareribs, keuze uit zoet of pittig",
De Drie Gezusters,Groningen,dinner,vegetarisch,gnocchi,19.5,met buratta en een saus van geroosterde paprika en tomaat,
De Drie Gezusters,Groningen,dinner,vegetarisch,FALAFEL BURGER VAN FLFL®,17.9,"met feta, sla, tomaat, augurk, rode ui en yoghurtmayonaise",
De Drie Gezusters,Groningen,dinner,poké bowls,POKE BOWL ZALM,18.5,"zalm met sushirijst, wakame, avocado, rode kool, zoetzure komkommer, mango, sojabonen, mais en sesam mayonaise",
De Drie Gezusters,Groningen,dinner,poké bowls,POKE BOWL KIP,17.9,"kip met sushirijst, wakame, avocado, rode kool, zoetzure komkommer, mango, sojabonen, mais en pittige mayonaise",
De Drie Gezusters,Groningen,dinner,Burgers,DE DRIE GEZUSTERS BURGER,18.9,"uitgebakken spek, spiegelei, cheddar, sla, tomaat, augurk, rode ui en De Drie Gezusters burgersaus",
De Drie Gezusters,Groningen,dinner,Burgers,CHEESEBURGER,17.5,"met cheddar en Goudse kaas, sla, tomaat, augurk, rode ui en De Drie Gezusters burgersaus  Tip: lekker met spek +1.50",
De Drie Gezusters,Groningen,dinner,Burgers,SPICY CHICKEN BURGER,16.9,"met uienringen, sla, tomaat, augurk, jalapeño peper, rode ui en sriracha mayonaise",
De Drie Gezusters,Groningen,dinner,Burgers,FALAFEL BURGER VAN FLFL®,17.9,"met feta, sla, tomaat, augurk, rode ui en yoghurt mayonaise",
De Drie Gezusters,Groningen,dinner,zoet,CRÈME BRÛLÉE,8.75,gekarameliseerd met vanille-ijs en slagroom,
De Drie Gezusters,Groningen,dinner,zoet,TARTE TATIN,8.5,omgekeerde appeltaart met kaneelijs,
De Drie Gezusters,Groningen,dinner,zoet,WITTE CHOCOLADE CHEESECAKE,8.5,geserveerd met rood fruit,
De Drie Gezusters,Groningen,dinner,zoet,ZUSSEN SOES,8.9,"grote soes gevuld met vanille-ijs en slagroom, overgoten met chocolade",
De Drie Gezusters,Groningen,dinner,zoet,pornstar martini panacotta,9.5,pannacotta van mango en passiefruit met een schuim van pornstar martini,
De Drie Gezusters,Groningen,borrel,Borrelhapjes,warme hapjes,9.3,variatie van verschillende gefrituurde hapjes tien stuks  | twintig stuks 18.10 | bucket 40 stuks 30,
De Drie Gezusters,Groningen,borrel,Borrelhapjes,bitterballen,7.7,een portie bitterballen met mosterdmayonaise acht stuks  | twaalf stuks 11.25 | bucket 40 stuks 25,
De Drie Gezusters,Groningen,borrel,Borrelhapjes,vegan bitterballen,7.7,van Cas & Kas met mosterd acht stuks  | twaalf stuks 11.25 | bucket 40 stuks 25,
De Drie Gezusters,Groningen,borrel,Borrelhapjes,Groningse EIERBALLEN,8.2,een echte Groningse specialiteit maar dan in mini formaat. Een kwarteleitje in een kerrie ragout met een krokant jasje. Deze moet je proeven!,
De Drie Gezusters,Groningen,borrel,Borrelhapjes,KAASSTENGELS “OLD AMSTERDAM”,8.7,met chilisaus,
De Drie Gezusters,Groningen,borrel,Borrelhapjes,CALAMARIS,11.5,met aioli,
De Drie Gezusters,Groningen,borrel,Borrelhapjes,FALAFEL VAN FLFL®,9.5,met yoghurt mayonaise,
De Drie Gezusters,Groningen,borrel,Borrelhapjes,STICKY CHICKENWINGS,9.5,met BBQ saus,
De Drie Gezusters,Groningen,borrel,Borrelhapjes,GEITENKAASKROKETJES,11.5,met appel/peren compote,
De Drie Gezusters,Groningen,borrel,VERSIERDE FRIETEN,FRIETJE STOOF,11.5,"draadjesvlees, pittige mayonaise, Parmezaanse kaas en krokante uitjes",
De Drie Gezusters,Groningen,borrel,VERSIERDE FRIETEN,FRIETJE CHIQUE,8.5,met truffelmayonaise en Parmezaanse kaas,
De Drie Gezusters,Groningen,borrel,om te delen,flammkuchen origineel,13.5,"met Emmentaler kaas, zure room, spek en dun gesneden prei",
De Drie Gezusters,Groningen,borrel,om te delen,FLAMMKUCHEN GEITENKAAS,14.5,met walnoten en balsamicostroop,
De Drie Gezusters,Groningen,borrel,om te delen,DE DRIE ZUSSEN DEELPLANK,19.5,"met verschillende vleessoorten, kaas en brood met smeersels  met warme hapjes erbij +8",
De Drie Gezusters,Groningen,borrel,om te delen,nacho's kip,13.5,"met kip, kruidenroomkaas, rode ui, jalapeño pepers, tomatensalsa en kaas",
De Drie Gezusters,Groningen,borrel,om te delen,NACHO’S VEGA,10.5,"met kruidenroomkaas, rode ui, jalapeño pepers, tomatensalsa, kaas en guacamole",
De Drie Gezusters,Groningen,borrel,om te delen,nacho's bbq pulled pork,14.5,"met tomatensalsa, jalapeño pepers, rode ui, tomaat, pulled pork, BBQ-saus en kaas",
De Drie Gezusters,Groningen,borrel,om te delen,nacho's met gehakt,14.5,"met kruidenroomkaas, gehakt, jalapeño pepers, rode ui, tomatensalsa en kaas",
De Drie Gezusters,Groningen,borrel,GEBAK,HUISGEMAAKTE APPELTAART,5.9,met slagroom,
De Drie Gezusters,Groningen,borrel,GEBAK,HAZELNOOT SCHUIMTAART,4.6,schuimtaart van hazelnoot met luchtige mokkacrème,
De Drie Gezusters,Groningen,borrel,GEBAK,KERSEN CHEESECAKE,5.9,New York style cheesecake overgoten met zoete kersen,
De Drie Gezusters,Groningen,borrel,GEBAK,chocolade brownie,4.9,met karamel en noten  Bestel er slagroom bij voor 0.50 extra Optie voor toppings: karamel- of chocoladesaus voor 1.00 extra,
De Drie Gezusters,Groningen,borrel,Stadshap*,FISH AND CHIPS,12.5,in een mandje met een krantje,
De Drie Gezusters,Groningen,borrel,Stadshap*,FRIETJE STOOF,12.5,"draadjesvlees, pittige mayonaise en krokante uitjes",
De Drie Gezusters,Groningen,borrel,Stadshap*,FRIETJE RENDANG,12.5,"rendang van jackfruit, gebakken uitjes, pittige mayonaise en krokante uitjes",
De Drie Gezusters,Groningen,borrel,Stadshap*,FRIETJE OOSTERSE KIP,12.5,"Pulled chicken, satésaus, krokante uitjes en seroendeng",
De Drie Gezusters,Groningen,borrel,Stadshap*,BIEFSTUKPANNETJE,12.5,"biefstukpuntjes met champignons, paprika en pepersaus",
De Drie Gezusters,Groningen,borrel,Stadshap*,SHEPERDS PIE,12.5,"Ovenschotel met mals stoofvlees, romige aardappelpuree en een krokante korst",
De Drie Gezusters,Groningen,borrel,Stadshap*,STICKY WINGS,12.5,met friet,
De Drie Gezusters,Groningen,borrel,Stadshap*,POKEBOWL,12.5,"met sushirijst, wakame, avocado, rode kool, zoetzure komkommer, mango, sojabonen, mais en pittige mayonaise  *Je kan genieten van de stadshappen in sportsbar de groote griet en cafe hoppe tot 21:00 uur",
De Drie Gezusters,Groningen,lunch,Soepen,groninger mosterdsoep,7.5,met spekjes en prei,
De Drie Gezusters,Groningen,lunch,Broodjes,broodje carpaccio,14.9,"Parmezaanse kaas, kappertjes, geroosterde pittenmix en truffelmayonaise",
De Drie Gezusters,Groningen,lunch,Broodjes,CLUB SANDWICH,15.9,"kip, gebakken spek, ei, tomaat, kaas en kruidenmayonaise",
De Drie Gezusters,Groningen,lunch,Broodjes,HUISGEMAAKTE TONIJNSALADE,11.5,"zoetzure komkommer, rode ui, paprika, avocado en pittige mayonaise",
De Drie Gezusters,Groningen,lunch,Broodjes,CAESAR WRAP,13.4,"met krokante kip, parmezaanse kaas, spekjes en ei",
De Drie Gezusters,Groningen,lunch,Broodjes,sandwich zalm,15.9,"met roomkaas, zoetzure ui en mosterd dille saus",
De Drie Gezusters,Groningen,lunch,Broodjes,burrata,14.9,"flatbread met zongedroogde tomaten, geroosterde paprika en pesto",
De Drie Gezusters,Groningen,lunch,Broodjes,toast avocado,14.5,"gepocheerde eieren met geroosterd bruin brood, granaatappel en avocado  Ook lekker met spek (+1.00) of gerookte zalm (+3.50) te bestellen",
De Drie Gezusters,Groningen,lunch,Burgers,DE DRIE GEZUSTERS BURGER,18.9,"uitgebakken spek, spiegelei, cheddar, sla, tomaat, augurk, rode ui en De Drie Gezusters burgersaus",
De Drie Gezusters,Groningen,lunch,Burgers,CHEESEBURGER,17.5,"cheddar en Goudse kaas, sla, tomaat, augurk, rode ui en De Drie Gezusters burgersaus  Tip: lekker met spek +1.50",
De Drie Gezusters,Groningen,lunch,Burgers,SPICY CHICKEN BURGER,16.9,"met uienringen, sla, tomaat, augurk, jalapeño peper, rode ui en sriracha mayonaise",
De Drie Gezusters,Groningen,lunch,Burgers,FALAFEL BURGER VAN FLFL®,17.9,"met feta, sla, tomaat, augurk, rode ui en yoghurt mayonaise  Geserveerd met friet",
De Drie Gezusters,Groningen,lunch,WARME LUNCH,12-UURTJE,14.9,"twee boterhammen met een spiegelei, ham, kaas, kroket en tomatensoep  Ook vegetarisch te bestellen broodje anna uit de oven met pulled pork, cheddar kaas, paprika en BBQ-saus 10.90",vegetarian
De Drie Gezusters,Groningen,lunch,WARME LUNCH,broodje anna,10.9,"uit de oven met pulled pork, cheddar kaas, paprika en BBQ-saus",
De Drie Gezusters,Groningen,lunch,WARME LUNCH,BROODJE SOPHIA,10.9,"uit de oven met gegrilde kip, kaas en pesto  UITSMIjTER DE DRIE GEZUSTERS drie gebakken eieren met spek en kaas meegebakken, augurk en kruidenmayonaise 13.50",
De Drie Gezusters,Groningen,lunch,WARME LUNCH,UITSMIjTER DE DRIE GEZUSTERS,13.5,"drie gebakken eieren met spek en kaas meegebakken, augurk en kruidenmayonaise",
De Drie Gezusters,Groningen,lunch,WARME LUNCH,uitsmijter zalm,14.9,met gerookte zalm,
De Drie Gezusters,Groningen,lunch,WARME LUNCH,oosterse kip,12.9,"kip, champignons, paprika en Oosterse saus op een flatbread  eggs benedict gepocheerde eieren met brioche brood, spinazie en Hollandaisesaus Keuze uit ham of zalm 16.50",
De Drie Gezusters,Groningen,lunch,WARME LUNCH,eggs benedict,16.5,"gepocheerde eieren met brioche brood, spinazie en Hollandaisesaus Keuze uit ham of zalm",
De Drie Gezusters,Groningen,lunch,WARME LUNCH,EGGS FLORENTINE,14.5,"gepocheerde eieren met brioche brood, spinazie, granaatappel en Hollandaisesaus",
De Drie Gezusters,Groningen,lunch,kroketten,RUNDVLEES KROKETTEN,12.5,met mosterdmayonaise,
De Drie Gezusters,Groningen,lunch,kroketten,VEGan kroketten van cas & kas,12.5,met mosterd  GESERVEERD MET BROOD OF FRIET,
De Drie Gezusters,Groningen,lunch,FRIETEN,FRIETJE STOOF,11.5,"draadjesvlees, pittige mayonaise en krokante uitjes",
De Drie Gezusters,Groningen,lunch,FRIETEN,FRIETJE CHIQUE,8.5,met Parmezaanse kaas en truffelmayonaise,
De Drie Gezusters,Groningen,lunch,poké bowls,POKE BOWL ZALM,18.5,"zalm met sushirijst, wakame, avocado, rode kool, zoetzure komkommer, mango, sojabonen, mais en sesam mayonaise",
De Drie Gezusters,Groningen,lunch,poké bowls,POKÉ BOWL KIP,17.9,"kip met sushirijst, wakame, avocado, rode kool, zoetzure komkommer, mango, sojabonen, mais en sriracha mayonaise",
De Drie Gezusters,Groningen,lunch,salades,SALADE DE DRIE GEZUSTERS,18.9,"gewokte gamba’s, ossenhaaspuntjes en Oosterse saus",
De Drie Gezusters,Groningen,lunch,salades,SALADE GEITENKAAS,16.8,"warme geitenkaas, geroosterd krentenbrood, walnoten en balsamicostroop",
De Drie Gezusters,Groningen,lunch,salades,CAESAR SALADE kip,16.9,"Romaine sla met Caesardressing, croutons, ansjovis, parmezaanse kaas, spekjes en een gepocheerd ei",
De Drie Gezusters,Groningen,lunch,salades,SALADE VIS,18.9,"met tonijn, zalm, gamba en mosterd dille dressing  MAAK VAN JE SALADE EEN HEUSE MAALTIJD MET FRIET OF BROOD MET BOTER VOOR 4.50 EXTRA",
De Drie Gezusters,Groningen,lunch,Voor de kleintjes,poffertjes,5.5,met poedersuiker en roomboter,
De Drie Gezusters,Groningen,lunch,Voor de kleintjes,BELEGDE BOTERHAM,4.0,"keuze uit nutella, jam, ham of kaas",
Brasserie Flair,Groningen,Dinner,Wijnarrangement passend bij ieder gerecht,3 glazen,22.5,,
Brasserie Flair,Groningen,Dinner,Wijnarrangement passend bij ieder gerecht,4 glazen,30.0,,
Brasserie Flair,Groningen,Dinner,Wijnarrangement passend bij ieder gerecht,5 glazen,37.5,,
Brasserie Flair,Groningen,Dinner,Voor- en tussengerechten,(V) Fougasse en olijven,7.5,Huisgemaakt brood geserveerd met knoflook-olijven en boter.,vegetarian
Brasserie Flair,Groningen,Dinner,Voor- en tussengerechten,(V) Klassieke Uiensoep,9.5,"Uit de klassieke keuken; Franse uiensoep, afgetopt met een brioche Gruyère.",vegetarian
Brasserie Flair,Groningen,Dinner,Voor- en tussengerechten,Verse zalm carpaccio,15.75,"Van verse zalmzijde, huis-gemarineerd in diverse kruiden en Gin & Tonic, met oa. mascarpone, sinaasappel, fluweelzacht en fris in de mond, afgetopt met limoenmayonaise.",
Brasserie Flair,Groningen,Dinner,Voor- en tussengerechten,Gegrilde Octopus,15.75,"Gestoofde en gegrilde octopus gemarineerd in oa. geconfijte citroenen, dille, oregano en ui, geserveerd met een fris-zure tomaat-uiensalsa.",
Brasserie Flair,Groningen,Dinner,Voor- en tussengerechten,Steak Tartaar,15.75,"Klassiek bereid en afgetopt met o.a. baconmayonaise, Parmezaan en eidooier.",
Brasserie Flair,Groningen,Dinner,Voor- en tussengerechten,"ook als hoofdgerecht te bestellen, plm 200 gram met friet brander mayonaise en huissalade",32.5,,
