restaurant,city,menu_type,category,dish,price,description,tags
Brasserie Flair,Groningen,Dinner,Voor- en tussengerechten,Gerookte eendenborstfilet,15.75,"geserveerd met een dressing van sinaasappel, granaatappel en geserveerd met kleine salade van rode biet en cremefraiche.",
Brasserie Flair,Groningen,Dinner,Voor- en tussengerechten,(V) Tarte tartin Geitenkaas,13.75,"Bladerdeegtaartje met o.a. geitenkaas, rode-ui en balsamicoglaze.",vegetarian
Brasserie Flair,Groningen,Dinner,Voor- en tussengerechten,(V) Salade “Brie”,13.75,"Klassieke salade van diverse soorten sla en rauwkost met gefrituurde briepuntjes, noten en afgetopt met huisgemaakte honing - tijmdressing.",vegetarian
Brasserie Flair,Groningen,Dinner,Aanrader,Chef's Choice; proeverij van voor- en tussengerechten vanaf 2 personen te bestellen,18.5,Aanrader!: verse SUSHI,
Brasserie Flair,Groningen,Dinner,Aanrader,"Huisgemaakte verse sushi geserveerd met sojasaus, per rol, 8 stukjes",19.0,,
Brasserie Flair,Groningen,Dinner,Hoofdgerechten,Entrecote,28.5,"Heerlijk mals en smaakvol rundvlees afkomstig van de dunne lende en heeft een klein vetrandje, geserveerd met truffelaardappelpuree, warme groenten en heerlijke gepofte knoflookjus.",
Brasserie Flair,Groningen,Dinner,Hoofdgerechten,Ossobuco,28.5,"Een klassieker uit de Italiaanse keuken: zacht gegaarde kalfsschenkel in wijn en diverse groentes en specerijen, geserveerd met rissoto milanese.",
Brasserie Flair,Groningen,Dinner,Hoofdgerechten,Varkenshaas,26.5,"Gevulde varkenshaas met brie en omwikkeld met spek, geserveerd met aardappel dauphinoins en warme groente.",
Brasserie Flair,Groningen,Dinner,Hoofdgerechten,Rendang,26.5,"Heerlijk gestoofd en langzaam gegaard rundvlees bereid naar Indonesisch receptuur geserveerd met o.a. gele rijst, sajoerboontjes en bijpassende garnituren.",
Brasserie Flair,Groningen,Dinner,Hoofdgerechten,Vis van de dag!,28.5,Vraag naar de vis van de dag! geserveerd met passende bijgerechten.,
Brasserie Flair,Groningen,Dinner,Hoofdgerechten,(V) Portobellosteak,24.5,Sousvide gegaard en gegrilde portobello met chimichurri geserveerd met oa. truffelaardappelpuree en warme groenten.,vegetarian
Brasserie Flair,Groningen,Dinner,Hoofdgerechten,(V) Winter Lasagne,24.5,"Huisgemaakte lasagnebladen belegd met oa. ricotta, parmezaan, gorgonzola, spinazie, champignons. Overgoten met bechamelsaus en gegratineerd met mozzarella, geserveerd met een kleine huissalade.",vegetarian
Brasserie Flair,Groningen,Dinner,Gezellig samen delen!,Shared Dining,29.5,Proeverij op een plank geserveerd van diverse hoofdgerechten om te delen geserveerd met bijgerechten.,
Brasserie Flair,Groningen,Dinner,Gezellig samen delen!,Wereldtafel,47.5,Een tafel vol gerechtjes met wereldse smaken in 2-gangen geserveerd.,
Brasserie Flair,Groningen,Dinner,Gezellig samen delen!,- Friet met brander mayonaise,5.0,,
Brasserie Flair,Groningen,Dinner,Gezellig samen delen!,- Friet parmezaan met truffelmayonaise,6.0,,
Brasserie Flair,Groningen,Dinner,Gezellig samen delen!,- Risitto milanese,6.0,,
Brasserie Flair,Groningen,Dinner,Gezellig samen delen!,- Gratin Dauphinoins,6.0,,
Brasserie Flair,Groningen,Dinner,Gezellig samen delen!,- Groente van het seizoen,4.5,,
Brasserie Flair,Groningen,Dinner,Gezellig samen delen!,- Salade van het huis,4.5,In onze keuken werken we met allergenen. Heeft u een voedselallergie? Vraag naar onze allergenenkaart.,
Brasserie Flair,Groningen,Dinner,Desserts en digestieven,Baklava Cheesecake,9.5,Een heerlijk knapperige en romige traktatie met een rijk nootachtige smaak van Baklava met oa. caramel en noten met een bolletje huisgemaakt karamel-ijs.,
Brasserie Flair,Groningen,Dinner,Desserts en digestieven,Scroppino,9.5,"Gemaakt van huisgemaakt Limo cello-ijs, limo cello en cava.",
Brasserie Flair,Groningen,Dinner,Desserts en digestieven,Dronken Sultan,9.5,"Vanille ijs overgoten met boerenjongens, advocaat en slagroom.",
Brasserie Flair,Groningen,Dinner,Desserts en digestieven,Affogato Caramel,9.5,Espresso koffie met een bolletje huisgemaakte karamel ijs en een shotje Amaretto.,
Brasserie Flair,Groningen,Dinner,Desserts en digestieven,Espresso Martini,9.5,Espresso koffie met shot wodka en Koffielikeur.,
Brasserie Flair,Groningen,Dinner,Desserts en digestieven,Kaasplankje,12.5,"4 verschillende en wisselende harde- en zachte kazen met chutney, vijgenbrood.",
Brasserie Flair,Groningen,Dinner,Desserts en digestieven,Special Coffees,8.5,Irish: met Whisky,
Brasserie Flair,Groningen,Dinner,Desserts en digestieven,"Dessert wijn € 5,00 Whiskey",6.0,,
Brasserie Flair,Groningen,Dinner,Desserts en digestieven,"Rode Port € 5,00 Tia Maria",5.0,,
Brasserie Flair,Groningen,Dinner,Desserts en digestieven,"Cointreau € 5,00 Baileys",5.0,,
Brasserie Flair,Groningen,Dinner,Desserts en digestieven,"Limoncello € 4,25 Cognac",6.0,,
Brasserie Flair,Groningen,Dinner,Desserts en digestieven,"Amaretto € 5,00 Grand Marnier",5.0,,
Brasserie Flair,Groningen,Dinner,Desserts en digestieven,"Grappa € 5,00 Liqor 43",5.0,,
Brasserie Flair,Groningen,Dinner,Desserts en digestieven,"Calvados € 5,00 Drambuie",5.0,,
Javaans Eetcafe Groningen,Groningen,Dinner,De voorgerechten,SOTO AYAM,7.35,Een Indonesisch gekruide kippensoep,
Javaans Eetcafe Groningen,Groningen,Dinner,De voorgerechten,SOTO KACANG,7.35,Romige pindasoep met bosuitjes,
Javaans Eetcafe Groningen,Groningen,Dinner,De voorgerechten,TEMBUKA,8.5,Diverse gebakken hapjes met een zoete licht pikante saus,
Javaans Eetcafe Groningen,Groningen,Dinner,De voorgerechten,FRIKADEL DJAWA,7.5,Javaanse gekruide gehaktballetjes,
Javaans Eetcafe Groningen,Groningen,Dinner,De voorgerechten,LOEMPIA's,6.25,2 stuks huisgemaakte goed gevulde Indonesische loempia’s,
Javaans Eetcafe Groningen,Groningen,Dinner,"Rijsttafel ""Deluxe""","(minimaal 2 personen, niet i.c.m. acties)",37.85,,
Javaans Eetcafe Groningen,Groningen,Dinner,De Javaanse Rijsttafel,(ook vegetarisch te verkrijgen),32.75,,
Javaans Eetcafe Groningen,Groningen,Dinner,Grote Shrimps - Udang Goreng,Grote Shrimps - Udang Goreng,27.5,,
Javaans Eetcafe Groningen,Groningen,Dinner,Dagingschotel,Dagingschotel,24.85,,
Javaans Eetcafe Groningen,Groningen,Dinner,Nasi Rames,Nasi Rames,23.5,,
Javaans Eetcafe Groningen,Groningen,Dinner,Ikan Pepesan,Ikan Pepesan,27.5,,
Javaans Eetcafe Groningen,Groningen,Dinner,Satehschotel ‘De Javaan’,Satehschotel ‘De Javaan’,28.5,,
Javaans Eetcafe Groningen,Groningen,Dinner,De vegetarische Rijstschotel,De vegetarische Rijstschotel,26.5,,
Javaans Eetcafe Groningen,Groningen,Dinner,De Vegetarische Satehschotel​,De Vegetarische Satehschotel​,25.5,,
Javaans Eetcafe Groningen,Groningen,Dinner,De Javaanse 65+ Rijsttafel,(minimaal 2 personen),27.5,,
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische kleine gerechten,SATÉ AYAM,8.5,3 stokjes kipsate met milde satésaus,
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische kleine gerechten,SATÉ BABI,8.5,3 stokjes varkenssate met pikante satésaus,
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische kleine gerechten,SATÉ KAMBING,12.45,3 stokjes lamshaassaté (90 gram) met kambingsaus,
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische kleine gerechten,SATÉ SAPI,12.45,3 stokjes runderhaassaté (90 gram) met zoete ketjapsaus,
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische kleine gerechten,DAGING RENDANG,8.5,Langzaam gestoofd rundvlees in zachtzoete kokossaus met ketjap,
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische kleine gerechten,DAGING SETAN,8.5,Runderstoofvlees pikante versie met frisse djeroek Poeroet (limeleaf),
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische kleine gerechten,BABI KETJAP,8.5,Mager geroosterde varkensvleesreepjes in zoete ketjapsaus,
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische kleine gerechten,AYAM KARRY,8.5,Malse kipstukjes in romige kokos-kerry saus,
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische kleine gerechten,VEGETARSICHE SNACK,8.5,Tahu karry en koude tempeh,
Javaans Eetcafe Groningen,Groningen,Dinner,Indonesische kleine gerechten,SETJE MINI BAPAO,7.85,Ayam en rund met zoetpikante saus,
Javaans Eetcafe Groningen,Groningen,Dinner,Voorgerechten,INDONESISCHE MIDI LOEMPIA'S,7.5,Met zoet pikante saus,
Javaans Eetcafe Groningen,Groningen,Dinner,Voorgerechten,FRIKADEL DJAWA,7.5,Javaanse gehaktballetjes met satésaus,
Javaans Eetcafe Groningen,Groningen,Dinner,Voorgerechten,SOTO AYAM,7.5,Indonesisch kippensoep geserveerd met kroepoek en sambal badjak,
Javaans Eetcafe Groningen,Groningen,Dinner,Voorgerechten,SOTO KACANG,7.5,Pindasoep met bosuitjes geserveerd met kroepoek en sambal badjak,
Javaans Eetcafe Groningen,Groningen,Dinner,Hoofdgerechten,SATÉ AYAM SCHOTEL,16.5,5 stokjes milde kipsaté met satésaus,
Javaans Eetcafe Groningen,Groningen,Dinner,Hoofdgerechten,BABI KETJAP SCHOTEL,16.5,Mager geroosterde varkensreepjes in zoete ketjapsaus,
Javaans Eetcafe Groningen,Groningen,Dinner,Hoofdgerechten,AYAM KARRY SCHOTEL,16.5,Malse kipstukjes in zachtromige kokos-kerry saus,
Javaans Eetcafe Groningen,Groningen,Dinner,Hoofdgerechten,DAGING RENDANG SCHOTEL,18.5,Langzaam gestoofd rundvlees in zachtzoete kokossaus met ketjap,
Javaans Eetcafe Groningen,Groningen,Dinner,Hoofdgerechten,DAGING SETAN SCHOTEL,18.5,Runderstoofvlees pikante versie met frisse djeroek Poeroet (limeleaf),
Javaans Eetcafe Groningen,Groningen,Dinner,Hoofdgerechten,VEGETARISCHE SCHOTEL,16.5,Tahu karry en koude sambal goreng Tempeh,
Javaans Eetcafe Groningen,Groningen,Dinner,Desserts,KELAPAH MUDAH,7.5,Geschaafde jonge kokos met romige kokosmelk en rozenblaadjes siroop,
Javaans Eetcafe Groningen,Groningen,Dinner,Desserts,PISANG GORENG,7.5,1 stukje gebakken banaan met 1 bol vanille ijs,
Javaans Eetcafe Groningen,Groningen,Dinner,Desserts,PORTIE SPEKKOEK,7.5,Pandan en kruiden spekkoek 5 dunne plakjes die smelten op je tong zo heerlijk!,
Javaans Eetcafe Groningen,Groningen,Dinner,Dessertkoffie,IRISH COFFEE,9.5,"Koffie met Irish whiskey, suiker en slagroom",
Javaans Eetcafe Groningen,Groningen,Dinner,Dessertkoffie,FRENCH COFFEE,9.5,Koffie met Grand Marnier en slagroom,
Javaans Eetcafe Groningen,Groningen,Dinner,Dessertkoffie,SPANISH COFFEE,9.5,Koffie met Tia Maria en slagroom,
Javaans Eetcafe Groningen,Groningen,Dinner,Dessertkoffie,DISARONNO COFFEE,9.5,Koffie met Amaretto en slagroom,
Javaans Eetcafe Groningen,Groningen,Dinner,Dessertkoffie,GRUNNINGER COFFEE,9.5,Koffie met Beerenburger en slagroom,
Javaans Eetcafe Groningen,Groningen,Dinner,De nagerechten,GRAND DESSERT,13.5,Een proeverij van diverse Indonesische gerechtjes (minimaal 2 personen),
Javaans Eetcafe Groningen,Groningen,Dinner,De nagerechten,SPEKKOEK,7.5,Indonesische speculaascake opgebouwd uit verschillende laagjes,
Javaans Eetcafe Groningen,Groningen,Dinner,De nagerechten,IJSPALET,8.5,Verschillende soorten ijs met spekkoek en slagroom,
Javaans Eetcafe Groningen,Groningen,Dinner,De nagerechten,KWEE DADAR,8.5,Een warm Indonesisch flensje gevuld met gula djawa en geraspte kokos geserveerd met slagroom,
Javaans Eetcafe Groningen,Groningen,Dinner,De nagerechten,KELEPON,7.75,‘Indonesische bonbons’ gemaakt van pandandeeg en gevuld met gula djawa en gegarneerd met geraspte kokos,
Javaans Eetcafe Groningen,Groningen,Dinner,De nagerechten,KLEPAH MUDAH,6.75,"Drankje met jonge kokos bevroren in kokoswater, gecrunched en geserveerd met rozensiroop",
Javaans Eetcafe Groningen,Groningen,Dinner,De nagerechten,PISANG GORENG,8.5,Gebakken banaan met ijs en gula djawa met een toefje slagroom,
Mahalo,Groningen,Lunch,"Kies uit: havermelk, sojamelk, amandelmelk, kokosmelk of hazelnootmelk",Americano,3.0,,
Mahalo,Groningen,Lunch,"Kies uit: havermelk, sojamelk, amandelmelk, kokosmelk of hazelnootmelk",Espresso,2.5,,
Mahalo,Groningen,Lunch,"Kies uit: havermelk, sojamelk, amandelmelk, kokosmelk of hazelnootmelk",Cortado,3.5,,
Mahalo,Groningen,Lunch,"Kies uit: havermelk, sojamelk, amandelmelk, kokosmelk of hazelnootmelk",Cappuccino,4.0,,
Mahalo,Groningen,Lunch,"Kies uit: havermelk, sojamelk, amandelmelk, kokosmelk of hazelnootmelk",Latte Macchiato,4.5,,
Mahalo,Groningen,Lunch,"Kies uit: havermelk, sojamelk, amandelmelk, kokosmelk of hazelnootmelk",Chai Latte,4.5,,
Mahalo,Groningen,Lunch,"Kies uit: havermelk, sojamelk, amandelmelk, kokosmelk of hazelnootmelk",Matcha Latte,5.0,,
Mahalo,Groningen,Lunch,"Kies uit: havermelk, sojamelk, amandelmelk, kokosmelk of hazelnootmelk",Dirty Chai,5.0,,
Mahalo,Groningen,Lunch,"Kies uit: havermelk, sojamelk, amandelmelk, kokosmelk of hazelnootmelk",Hot Choc,4.0,,
Mahalo,Groningen,Lunch,"Kies uit: havermelk, sojamelk, amandelmelk, kokosmelk of hazelnootmelk",Golden Milk,5.0,"Huisgemaakt met verse kurkuma, gember, Chai kruiden, kokos- en amandelmelk",
Mahalo,Groningen,Lunch,"Kies uit: havermelk, sojamelk, amandelmelk, kokosmelk of hazelnootmelk",Verse thee,4.0,Keuze uit: munt | gember| citroen | sinaasappel | kaneel,
Mahalo,Groningen,Lunch,"Kies uit: havermelk, sojamelk, amandelmelk, kokosmelk of hazelnootmelk",Thee,3.5,Keuze uit: earl grey | huisgemaakte chai | hibiscus fruitmelange | sencha mandarijn en citroengras | rooibos sinaasappel eucalyptus | sisline | ayurvedische blend | wildpluk thee,
Mahalo,Groningen,Lunch,"Kies uit: havermelk, sojamelk, amandelmelk, kokosmelk of hazelnootmelk",Maté,4.0,"Argentijnse groene thee, op traditionele wijze geserveerd",
Mahalo,Groningen,Lunch,Koude Dranken,Iced Latte,5.0,,
Mahalo,Groningen,Lunch,Koude Dranken,Huisgemaakte ijsthee,4.0,Kies uit: Thyme & Lemon / Ginger & Citrus,
Mahalo,Groningen,Lunch,Koude Dranken,Huisgemaakte gemberbier,4.0,,
Mahalo,Groningen,Lunch,Koude Dranken,“Altijd lente”botanische kombucha van Wilderland,4.5,,
Mahalo,Groningen,Lunch,Smoothies,Best groen,6.5,"Banaan, spinazie, komkommer, munt en havermelk",
Mahalo,Groningen,Lunch,Smoothies,Fris en fruitig,6.5,"Banaan, bosbessen, framboos, aardbei, dadels, munt en havermelk",
Mahalo,Groningen,Lunch,Smoothies,Pindadel,6.5,"Dadels, banaan, kokos cream, kokosolie, kaneel, pindakaas, zout",
Mahalo,Groningen,Lunch,Smoothies,Tripje naar de tropen,6.5,"Mango, ananas, banaan, kokosmelk, blue spirulina",
Mahalo,Groningen,Lunch,Smoothies,Een dosis chocolade,6.5,"Banaan, cacao, cacaoboter, kokoscream, dadels en havermelk",
Mahalo,Groningen,Lunch,Zoet,Chocoladetaart,4.5,,
Mahalo,Groningen,Lunch,Zoet,Lavendelcake,3.5,,
Mahalo,Groningen,Lunch,Zoet,Warm bananenbrood met pindakaas en banaan,5.0,"Glutenvrij, ger. suikers vrij",
Mahalo,Groningen,Lunch,Zoet,Special,5.0,Vraag naar onze specials,
Mahalo,Groningen,Lunch,Zoet,Glutenvrije special,4.5,Vraag naar onze specials,
Mahalo,Groningen,Lunch,Hele Taarten,Lavendelcake,23.5,,
Mahalo,Groningen,Lunch,Hele Taarten,Chocoladetaart,39.5,,
Mahalo,Groningen,Lunch,Ontbijt 9-12,Haver pannenkoeken,11.0,Met chocolade- of rode vruchtensaus en geserveerd met vers fruit,
Mahalo,Groningen,Lunch,Ontbijt 9-12,"Fryske ""sûkerbôle” toast",11.0,Geserveerd met vers fruit en agavesiroop,
Mahalo,Groningen,Lunch,Ontbijt 9-12,Smoothie bowl,11.0,"Keuze uit onze smoothies, geserveerd met huisgemaakte granola en vers fruit",
Mahalo,Groningen,Lunch,Ontbijt 9-12,Granola bowl,10.0,"Biologische soja yoghurt, geserveerd met huisgemaakte granola en vers fruit",
Mahalo,Groningen,Lunch,Lunch 12-17u,Toast met pindakaas en banaan,7.0,Geserveerd met vers fruit,
Mahalo,Groningen,Lunch,Lunch 12-17u,Italiaanse tosti,11.0,"Tosti met huisgemaakte palmkoolpesto, spinazie, tomaat en vegan kaas",vegetarian
Mahalo,Groningen,Lunch,Lunch 12-17u,Pompoen linzensoep,9.0,Kruidige soep geserveerd met koriander- olie en getoast brood,
Mahalo,Groningen,Lunch,Lunch 12-17u,Mezze,11.0,"Platbrood, hummus, palmkoolpesto en olijfolie met za’atar",
Mahalo,Groningen,Lunch,"Stel je eigen picknickmand samen! Je krijgt van ons een picknickmand en kleed, kies vervolgens uit alle items van ons menu, of voor onderstaande “lunch picknick”. En ga lekker genieten in het Noorderplantsoen!Je kan de mand tot ca 17:30 terugbrengen, of in overleg kan het de volgende dag ook.",Lunch Picknick,39.5,"Kies uit: 1x lunch (m.u.v. proeverijtjes), 1x warme drank, 1x smoothie en 1x water",
Mr. Dam Banh Mi,Groningen,Lunch,MenuOntdek ons menu,Grilled beef,8.9,,
Mr. Dam Banh Mi,Groningen,Lunch,MenuOntdek ons menu,Pork belly,8.9,,
Mr. Dam Banh Mi,Groningen,Lunch,MenuOntdek ons menu,Grilled chiken,8.5,,
Mr. Dam Banh Mi,Groningen,Lunch,MenuOntdek ons menu,Shrimp,8.9,,
Mr. Dam Banh Mi,Groningen,Lunch,MenuOntdek ons menu,Vega,8.5,,vegetarian
Mr. Dam Banh Mi,Groningen,Lunch,Banh mi,Grilled beef,8.9,,
Mr. Dam Banh Mi,Groningen,Lunch,Banh mi,Pork belly,8.9,,
Mr. Dam Banh Mi,Groningen,Lunch,Banh mi,Grilled chiken,8.5,,
Mr. Dam Banh Mi,Groningen,Lunch,Banh mi,Shrimp,8.9,,
Mr. Dam Banh Mi,Groningen,Lunch,Banh mi,Vega,8.5,,vegetarian
Mr. Dam Banh Mi,Groningen,Lunch,SALAD ROLL,Grilled chicken,7.5,,
Mr. Dam Banh Mi,Groningen,Lunch,SALAD ROLL,Grilled beef,7.5,,
Mr. Dam Banh Mi,Groningen,Lunch,SALAD ROLL,Shrimp,7.5,,
Mr. Dam Banh Mi,Groningen,Lunch,RICE NOODLES,RICE NOODLES beef........................................€11.50RICE NOODLES shrimp........................................€11.50RICE NOODLES Pork Belly........................................€11.50RICE NOODLES chicken........................................€10.50RICE NOODLES Vega........................................€10.50,11.5,,vegetarian
Mr. Dam Banh Mi,Groningen,Lunch,RICE NOODLES,RICE NOODLES beef,11.5,,
Mr. Dam Banh Mi,Groningen,Lunch,RICE NOODLES,RICE NOODLES Pork Belly,11.5,,
Mr. Dam Banh Mi,Groningen,Lunch,FRIED NOODLES,FRIED NOODLES beef........................................€11.50FRIED NOODLES shrimp........................................€11.50FRIED NOODLES Pork Belly........................................€11.50FRIED NOODLES chicken........................................€10.50FRIED NOODLES Vega........................................€10.50,11.5,,vegetarian
Mr. Dam Banh Mi,Groningen,Lunch,FRIED NOODLES,FRIED NOODLES beef,11.5,,
Mr. Dam Banh Mi,Groningen,Lunch,FRIED NOODLES,FRIED NOODLES shrimp,11.5,,
Mr. Dam Banh Mi,Groningen,Lunch,FRIED NOODLES,FRIED NOODLES Pork Belly,10.5,,
Mr. Dam Banh Mi,Groningen,Lunch,FRIED NOODLES,FRIED NOODLES chicken,10.5,,
Ugly Duck,Groningen,lunch,Soepen,Groninger mosterdsoep,6.8,met spekjes en lente-ui,
Ugly Duck,Groningen,lunch,Soepen,Tomatensoep,6.8,met huisgemaakte basilicumpesto,
Ugly Duck,Groningen,lunch,Soepen,Soep van de dag,6.5,zie borden of vraag de bediening,vegetarian
Ugly Duck,Groningen,lunch,Rustiek brood,Jonge kaas,6.0,,
Ugly Duck,Groningen,lunch,Rustiek brood,Gezond,6.6,"met achterham, kaas, tomaat, komkommer en ei",
Ugly Duck,Groningen,lunch,Rustiek brood,Olle Grieze,6.7,met mosterd (Groninger oude kaas),
Ugly Duck,Groningen,lunch,Rustiek brood,Gezond pikant,7.0,"met chorizo, Olle Grieze, tomaat, komkommer en ei",
Ugly Duck,Groningen,lunch,Rustiek brood,Huisgemaakte tonijnsalade,7.8,,
Ugly Duck,Groningen,lunch,Rustiek brood,Gerookte zalm,8.2,met bieslookroomkaas en komkommer,
Ugly Duck,Groningen,lunch,Rustiek brood,Gegrilde kip,8.2,"met ei, Grano Padano en honing- mosterdmayo",
Ugly Duck,Groningen,lunch,Rustiek brood,Carpaccio,9.5,"met truffelmayo, rucola, pijnboompitjes en Grana Padano",
Ugly Duck,Groningen,lunch,Salades,Caribbean V,9.5,"met paprika, kidney bonen, tomaat, appel, rode ui, pecannoten en mango- citroendressing",vegetarian
Ugly Duck,Groningen,lunch,Salades,Geitenkaas,9.5,"met rode bietjes, appel, pecannoten en agavesiroop",
Ugly Duck,Groningen,lunch,Salades,Gegrilde kip,9.5,"met ei, rode ui, cherry tomaat, komkommer Grano Padano en honing- mosterd mayo",
Ugly Duck,Groningen,lunch,Salades,Uitgebreid tot maaltijdsalade,5.0,,
Ugly Duck,Groningen,lunch,Salades,Bakje rauwkostsalade,2.5,van de dag,vegetarian
Ugly Duck,Groningen,lunch,Club sandwiches met chips,Brie,9.8,met mangochutney en pijnboompitjes,
Ugly Duck,Groningen,lunch,Club sandwiches met chips,Gerookte zalm,9.8,met bieslookroomkaas en komkommer,
Ugly Duck,Groningen,lunch,Homemade burgers,Bierburger,9.8,"gemaakt van rundvlees met ontbijtspek en Affligem Dubbel op een broodje met spek, kaas, sla, tomaat en truffelmayonaise",vegetarian
Ugly Duck,Groningen,lunch,Homemade burgers,Kipburger,9.8,"gemaakt van kipfilet met ontbijtspek op een broodje met spek, sla, tomaat en honing- mosterdmayo",vegetarian
Ugly Duck,Groningen,lunch,Homemade burgers,Ugly Duck burger V,9.8,"gemaakt van bonen, linzen, tomaat, wortel en kruiden op een broodje met sla en salsa",vegetarian
Ugly Duck,Groningen,lunch,Homemade burgers,Uitgebreid tot plategerecht,16.5,"met friet, fritessaus en salade",
Ugly Duck,Groningen,lunch,Warme lunchgerechten,Broodje warme brie,7.9,met mangochutney en pijnboompitjes,
Ugly Duck,Groningen,lunch,Warme lunchgerechten,Broodje warme geitenkaas,7.9,met honing en pijnboompitjes,
Ugly Duck,Groningen,lunch,Warme lunchgerechten,Vier geitenkaaskroketjes,8.8,op brood met mangochutney Twee kroketten op brood met mosterd,
Ugly Duck,Groningen,lunch,Warme lunchgerechten,Broodje Duck,9.0,"met gebakken champignons, prei, ham, brie en tuinkruiden",
Ugly Duck,Groningen,lunch,Warme lunchgerechten,Uitsmijter,9.0,met ham en kaas,
Ugly Duck,Groningen,lunch,Warme lunchgerechten,Uitsmijter,9.5,"met ham, kaas en spek",
Ugly Duck,Groningen,lunch,Warme lunchgerechten,Puntzak friet,4.0,met fritessaus,
Ugly Duck,Groningen,lunch,Warme plates,Massala curry V,18.5,"met o.a. gember, knoflook, ui, rode peper, wortel, pompoen, aardappel, tomaat, spinazie, kikkererwten en kokosmelk geserveerd met rijst en salade",vegetarian
Ugly Duck,Groningen,lunch,Warme plates,Zalmfilet,18.5,"met basilicum- mosterdmayo, geserveerd met friet, fritessaus en salade",
Ugly Duck,Groningen,lunch,Warme plates,Varkenshaasspies,18.5,"met satésaus, gebakken uitjes en kroepoek, geserveerd met friet, fritessaus en salade",
Ugly Duck,Groningen,lunch,Warme plates,Kogelbiefstuk,19.5,"met kruidenboter, geserveerd met friet, fritessaus en salade",
Ugly Duck,Groningen,lunch,Tosti’s,Kaas,3.2,,
Ugly Duck,Groningen,lunch,Tosti’s,Ham/Kaas,3.4,,
Ugly Duck,Groningen,lunch,Tosti’s,Ham,3.2,,
Ugly Duck,Groningen,lunch,Tosti’s,Tomaat/Kaas,3.4,,
Ugly Duck,Groningen,lunch,Tosti’s,Hawaï,3.6,,
Ugly Duck,Groningen,lunch,Tosti’s,Hawaï Vega,3.4,,vegetarian
Ugly Duck,Groningen,lunch,Kindergerechten,Broodje,2.2,"met ham, kaas of chocoladevlokken",
Ugly Duck,Groningen,lunch,Kindergerechten,Broodje,2.6,met één gebakken ei,
Ugly Duck,Groningen,lunch,Kindergerechten,Broodje,3.2,met een vlees- of geitenkaaskroket,vegetarian
Ugly Duck,Groningen,lunch,Kindergerechten,"Kindermenu met friet, appelmoes en fritessaus",6.0,"Keuze uit bitterballen, minifrikandellen, kipnuggets, risottorballen, gebakken zalm of kipfilet",
Ugly Duck,Groningen,dinner,Soepen,Groninger mosterdsoep,6.8,met spekjes en lente-ui,
Ugly Duck,Groningen,dinner,Soepen,Tomatensoep,6.8,met huisgemaakte basilicumpesto,
Ugly Duck,Groningen,dinner,Soepen,Soep van de dag,6.5,zie borden of vraag de bediening,vegetarian
Ugly Duck,Groningen,dinner,Voorgerechten,Knoflookolijven,4.2,,
Ugly Duck,Groningen,dinner,Voorgerechten,Duck trio,6.0,"broodje met kruidenboter, een klein kopje mosterdsoep en Groninger boerenkaas",
Ugly Duck,Groningen,dinner,Voorgerechten,Plankje rustiek brood,6.8,"met kruidenboter, basilicumpesto en tomaten-olijventapenade",
Ugly Duck,Groningen,dinner,Voorgerechten,Nacho’s,7.5,"uit de oven, met kaas, paprika- tomatensalsa, bieslookroomkaas en lente ui",
Ugly Duck,Groningen,dinner,Voorgerechten,Nacho’s kip,8.0,"uit de oven, met kaas, paprika- tomatensalsa, bieslookroomkaas en lente ui",
Ugly Duck,Groningen,dinner,Voorgerechten,Geitenkaaskroketjes,7.8,met mangochutney,
Ugly Duck,Groningen,dinner,Voorgerechten,Carpaccio,9.9,"met Grana Padano, pijnboompitjes, rucola en truffelmayo",
Ugly Duck,Groningen,dinner,Voorgerechten,Anti Pasti,13.5,"(2p.) Broodjes met dips, knoflookolijven, brie, risottoballen, chorizo en Olle grieze kaas",
Ugly Duck,Groningen,dinner,Voorgerechten,Klein kopje soep,2.3,"Keuze uit mosterdsoep, tomatensoep of soep van de dag",vegetarian
Ugly Duck,Groningen,dinner,Salades,Caribbean V,9.5,"met paprika, kidney bonen, tomaat, appel, rode ui, pecannoten en mango- citroendressing",vegetarian
Ugly Duck,Groningen,dinner,Salades,Geitenkaas,9.5,"met rode bietjes, appel, pecannoten en agavesiroop",
Ugly Duck,Groningen,dinner,Salades,Gegrilde kip,9.5,"met ei, rode ui, cherry tomaat, komkommer Grano Padano en honing- mosterd mayo",
Ugly Duck,Groningen,dinner,Salades,Uitgebreid tot maaltijdsalade,5.0,,
Ugly Duck,Groningen,dinner,Hoofdgerechten,Kipspies,18.5,"met satésaus, uitjes en kroepoek",
Ugly Duck,Groningen,dinner,Hoofdgerechten,Kipschnitzel,18.5,(gepaneerd en huisgemaakt) met peperroomsaus,
